SurveyCode,SeasonalCode,AreaCode,StateCode,CountyCode,Year,Period,LaborForce,Employment,Unemployment,UnemploymentRate
LA,U,CN5119300000000,51,193,1994,M09,"7,479","6,796",683,9.1
LA,U,CN5119300000000,51,193,1994,M10,"7,574","6,977",597,7.9
LA,U,CN5119300000000,51,193,1994,M11,"7,537","6,989",548,7.3
LA,U,CN5119300000000,51,193,1994,M12,"7,383","6,817",566,7.7
LA,U,CN5119300000000,51,193,1994,M13,"7,414","6,698",716,9.7
LA,U,CN5119500000000,51,195,1994,M01,"16,205","13,999","2,206",13.6
LA,U,CN5119500000000,51,195,1994,M02,"16,198","13,964","2,234",13.8
LA,U,CN5119500000000,51,195,1994,M03,"15,994","13,944","2,050",12.8
LA,U,CN5119500000000,51,195,1994,M04,"16,165","14,169","1,996",12.3
LA,U,CN5119500000000,51,195,1994,M05,"16,282","14,100","2,182",13.4
LA,U,CN5119500000000,51,195,1994,M06,"16,313","14,173","2,140",13.1
LA,U,CN5119500000000,51,195,1994,M07,"15,426","13,537","1,889",12.2
LA,U,CN5119500000000,51,195,1994,M08,"15,587","13,524","2,063",13.2
LA,U,CN5119500000000,51,195,1994,M09,"15,747","13,730","2,017",12.8
LA,U,CN5119500000000,51,195,1994,M10,"15,969","13,981","1,988",12.4
LA,U,CN5119500000000,51,195,1994,M11,"15,712","13,938","1,774",11.3
LA,U,CN5119500000000,51,195,1994,M12,"15,552","13,923","1,629",10.5
LA,U,CN5119500000000,51,195,1994,M13,"15,929","13,915","2,014",12.6
LA,U,CN5119700000000,51,197,1994,M01,"14,372","13,240","1,132",7.9
LA,U,CN5119700000000,51,197,1994,M02,"14,532","13,492","1,040",7.2
LA,U,CN5119700000000,51,197,1994,M03,"14,611","13,711",900,6.2
LA,U,CN5119700000000,51,197,1994,M04,"14,483","13,571",912,6.3
LA,U,CN5119700000000,51,197,1994,M05,"14,841","13,950",891,6
LA,U,CN5119700000000,51,197,1994,M06,"14,879","13,984",895,6
LA,U,CN5119700000000,51,197,1994,M07,"14,161","13,274",887,6.3
LA,U,CN5119700000000,51,197,1994,M08,"14,568","13,667",901,6.2
LA,U,CN5119700000000,51,197,1994,M09,"14,916","14,034",882,5.9
LA,U,CN5119700000000,51,197,1994,M10,"14,968","14,155",813,5.4
LA,U,CN5119700000000,51,197,1994,M11,"14,923","14,055",868,5.8
LA,U,CN5119700000000,51,197,1994,M12,"14,644","13,786",858,5.9
LA,U,CN5119700000000,51,197,1994,M13,"14,658","13,743",915,6.2
LA,U,CN5119900000000,51,199,1994,M01,"24,713","23,685","1,028",4.2
LA,U,CN5119900000000,51,199,1994,M02,"24,821","23,761","1,060",4.3
LA,U,CN5119900000000,51,199,1994,M03,"24,955","23,930","1,025",4.1
LA,U,CN5119900000000,51,199,1994,M04,"25,204","24,288",916,3.6
LA,U,CN5119900000000,51,199,1994,M05,"25,470","24,522",948,3.7
LA,U,CN5119900000000,51,199,1994,M06,"25,687","24,653","1,034",4
LA,U,CN5119900000000,51,199,1994,M07,"25,998","25,062",936,3.6
LA,U,CN5119900000000,51,199,1994,M08,"26,072","25,068","1,004",3.9
LA,U,CN5119900000000,51,199,1994,M09,"25,691","24,677","1,014",3.9
LA,U,CN5119900000000,51,199,1994,M10,"25,490","24,581",909,3.6
LA,U,CN5119900000000,51,199,1994,M11,"25,412","24,544",868,3.4
LA,U,CN5119900000000,51,199,1994,M12,"25,137","24,393",744,3
LA,U,CN5119900000000,51,199,1994,M13,"25,387","24,430",957,3.8
LA,U,CN5151000000000,51,510,1994,M01,"73,662","69,786","3,876",5.3
LA,U,CN5151000000000,51,510,1994,M02,"73,581","69,781","3,800",5.2
LA,U,CN5151000000000,51,510,1994,M03,"73,927","70,195","3,732",5
LA,U,CN5151000000000,51,510,1994,M04,"74,210","70,879","3,331",4.5
LA,U,CN5151000000000,51,510,1994,M05,"74,569","71,434","3,135",4.2
LA,U,CN5151000000000,51,510,1994,M06,"75,303","72,018","3,285",4.4
LA,U,CN5151000000000,51,510,1994,M07,"76,194","73,037","3,157",4.1
LA,U,CN5151000000000,51,510,1994,M08,"75,724","72,329","3,395",4.5
LA,U,CN5151000000000,51,510,1994,M09,"74,531","71,191","3,340",4.5
LA,U,CN5151000000000,51,510,1994,M10,"75,242","72,076","3,166",4.2
LA,U,CN5151000000000,51,510,1994,M11,"75,282","72,340","2,942",3.9
LA,U,CN5151000000000,51,510,1994,M12,"76,755","73,772","2,983",3.9
LA,U,CN5151000000000,51,510,1994,M13,"74,915","71,570","3,345",4.5
LA,U,CN5152000000000,51,520,1994,M01,"8,563","7,960",603,7
LA,U,CN5152000000000,51,520,1994,M02,"8,672","8,052",620,7.1
LA,U,CN5152000000000,51,520,1994,M03,"8,587","8,039",548,6.4
LA,U,CN5152000000000,51,520,1994,M04,"8,690","8,146",544,6.3
LA,U,CN5152000000000,51,520,1994,M05,"8,657","8,249",408,4.7
LA,U,CN5152000000000,51,520,1994,M06,"8,947","8,175",772,8.6
LA,U,CN5152000000000,51,520,1994,M07,"8,634","8,133",501,5.8
LA,U,CN5152000000000,51,520,1994,M08,"8,797","8,129",668,7.6
LA,U,CN5152000000000,51,520,1994,M09,"8,560","8,241",319,3.7
LA,U,CN5152000000000,51,520,1994,M10,"8,722","8,298",424,4.9
LA,U,CN5152000000000,51,520,1994,M11,"9,113","8,429",684,7.5
LA,U,CN5152000000000,51,520,1994,M12,"8,702","8,339",363,4.2
LA,U,CN5152000000000,51,520,1994,M13,"8,721","8,183",538,6.2
LA,U,CN5153000000000,51,530,1994,M01,"3,211","2,905",306,9.5
LA,U,CN5153000000000,51,530,1994,M02,"3,210","2,924",286,8.9
LA,U,CN5153000000000,51,530,1994,M03,"3,236","2,969",267,8.3
LA,U,CN5153000000000,51,530,1994,M04,"3,223","2,991",232,7.2
LA,U,CN5153000000000,51,530,1994,M05,"3,249","3,074",175,5.4
LA,U,CN5153000000000,51,530,1994,M06,"3,272","3,081",191,5.8
LA,U,CN5153000000000,51,530,1994,M07,"3,267","3,078",189,5.8
LA,U,CN5153000000000,51,530,1994,M08,"3,203","3,070",133,4.2
LA,U,CN5153000000000,51,530,1994,M09,"3,178","3,065",113,3.6
LA,U,CN5153000000000,51,530,1994,M10,"3,271","3,084",187,5.7
LA,U,CN5153000000000,51,530,1994,M11,"3,173","3,077",96,3
LA,U,CN5153000000000,51,530,1994,M12,"3,130","2,997",133,4.2
LA,U,CN5153000000000,51,530,1994,M13,"3,218","3,026",192,6
LA,U,CN5154000000000,51,540,1994,M01,"19,423","18,519",904,4.7
LA,U,CN5154000000000,51,540,1994,M02,"19,614","18,904",710,3.6
LA,U,CN5154000000000,51,540,1994,M03,"19,867","19,132",735,3.7
LA,U,CN5154000000000,51,540,1994,M04,"20,072","19,392",680,3.4
LA,U,CN5154000000000,51,540,1994,M05,"19,715","19,026",689,3.5
LA,U,CN5154000000000,51,540,1994,M06,"19,927","19,158",769,3.9
LA,U,CN5154000000000,51,540,1994,M07,"20,319","19,631",688,3.4
LA,U,CN5154000000000,51,540,1994,M08,"19,814","19,214",600,3
LA,U,CN5154000000000,51,540,1994,M09,"20,175","19,584",591,2.9
LA,U,CN5154000000000,51,540,1994,M10,"20,409","19,879",530,2.6
LA,U,CN5154000000000,51,540,1994,M11,"20,373","19,871",502,2.5
LA,U,CN5154000000000,51,540,1994,M12,"19,827","19,436",391,2
LA,U,CN5154000000000,51,540,1994,M13,"19,961","19,312",649,3.3
LA,U,CN5155000000000,51,550,1994,M01,"92,146","86,788","5,358",5.8
LA,U,CN5155000000000,51,550,1994,M02,"92,276","87,066","5,210",5.6
LA,U,CN5155000000000,51,550,1994,M03,"92,290","87,688","4,602",5
LA,U,CN5155000000000,51,550,1994,M04,"93,474","89,001","4,473",4.8
LA,U,CN5155000000000,51,550,1994,M05,"94,567","89,852","4,715",5
LA,U,CN5155000000000,51,550,1994,M06,"95,822","90,334","5,488",5.7
LA,U,CN5155000000000,51,550,1994,M07,"97,252","91,839","5,413",5.6
LA,U,CN5155000000000,51,550,1994,M08,"96,818","91,854","4,964",5.1
LA,U,CN5155000000000,51,550,1994,M09,"95,155","90,423","4,732",5
LA,U,CN5155000000000,51,550,1994,M10,"94,188","90,073","4,115",4.4
LA,U,CN5155000000000,51,550,1994,M11,"93,725","89,936","3,789",4
LA,U,CN5155000000000,51,550,1994,M12,"92,799","89,383","3,416",3.7
LA,U,CN5155000000000,51,550,1994,M13,"94,210","89,520","4,690",5
LA,U,CN5157000000000,51,570,1994,M01,"8,670","8,233",437,5
LA,U,CN5157000000000,51,570,1994,M02,"8,692","8,275",417,4.8
LA,U,CN5157000000000,51,570,1994,M03,"8,758","8,359",399,4.6
LA,U,CN5157000000000,51,570,1994,M04,"8,785","8,414",371,4.2
LA,U,CN5157000000000,51,570,1994,M05,"8,789","8,445",344,3.9
LA,U,CN5157000000000,51,570,1994,M06,"8,844","8,480",364,4.1
LA,U,CN5157000000000,51,570,1994,M07,"9,057","8,599",458,5.1
LA,U,CN5157000000000,51,570,1994,M08,"8,989","8,538",451,5
LA,U,CN5157000000000,51,570,1994,M09,"8,846","8,410",436,4.9
LA,U,CN5157000000000,51,570,1994,M10,"9,000","8,520",480,5.3
LA,U,CN5157000000000,51,570,1994,M11,"9,007","8,534",473,5.3
LA,U,CN5157000000000,51,570,1994,M12,"8,888","8,482",406,4.6
LA,U,CN5157000000000,51,570,1994,M13,"8,861","8,441",420,4.7
LA,U,CN5158000000000,51,580,1994,M01,"3,422","2,855",567,16.6
LA,U,CN5158000000000,51,580,1994,M02,"3,356","2,851",505,15
LA,U,CN5158000000000,51,580,1994,M03,"3,334","2,848",486,14.6
LA,U,CN5158000000000,51,580,1994,M04,"3,250","2,879",371,11.4
LA,U,CN5158000000000,51,580,1994,M05,"3,253","2,923",330,10.1
LA,U,CN5158000000000,51,580,1994,M06,"3,243","2,936",307,9.5
LA,U,CN5158000000000,51,580,1994,M07,"3,536","2,911",625,17.7
LA,U,CN5158000000000,51,580,1994,M08,"3,171","2,897",274,8.6
LA,U,CN5158000000000,51,580,1994,M09,"3,102","2,894",208,6.7
LA,U,CN5158000000000,51,580,1994,M10,"3,170","2,908",262,8.3
LA,U,CN5158000000000,51,580,1994,M11,"3,187","2,900",287,9
LA,U,CN5158000000000,51,580,1994,M12,"3,321","2,918",403,12.1
LA,U,CN5158000000000,51,580,1994,M13,"3,278","2,893",385,11.7
LA,U,CN5159000000000,51,590,1994,M01,"26,756","24,681","2,075",7.8
LA,U,CN5159000000000,51,590,1994,M02,"26,751","24,732","2,019",7.5
LA,U,CN5159000000000,51,590,1994,M03,"26,817","24,556","2,261",8.4
LA,U,CN5159000000000,51,590,1994,M04,"26,943","24,331","2,612",9.7
LA,U,CN5159000000000,51,590,1994,M05,"27,924","24,631","3,293",11.8
LA,U,CN5159000000000,51,590,1994,M06,"27,941","24,605","3,336",11.9
LA,U,CN5159000000000,51,590,1994,M07,"27,636","24,430","3,206",11.6
LA,U,CN5159000000000,51,590,1994,M08,"27,461","24,879","2,582",9.4
LA,U,CN5159000000000,51,590,1994,M09,"26,883","25,124","1,759",6.5
LA,U,CN5159000000000,51,590,1994,M10,"26,922","25,489","1,433",5.3
LA,U,CN5159000000000,51,590,1994,M11,"27,130","25,514","1,616",6
LA,U,CN5159000000000,51,590,1994,M12,"26,625","25,085","1,540",5.8
LA,U,CN5159000000000,51,590,1994,M13,"27,149","24,838","2,311",8.5
LA,U,CN5159500000000,51,595,1994,M01,"2,466","2,268",198,8
LA,U,CN5159500000000,51,595,1994,M02,"2,488","2,298",190,7.6
LA,U,CN5159500000000,51,595,1994,M03,"2,479","2,302",177,7.1
LA,U,CN5159500000000,51,595,1994,M04,"2,492","2,310",182,7.3
LA,U,CN5159500000000,51,595,1994,M05,"2,542","2,349",193,7.6
LA,U,CN5159500000000,51,595,1994,M06,"2,533","2,333",200,7.9
LA,U,CN5159500000000,51,595,1994,M07,"2,570","2,380",190,7.4
LA,U,CN5159500000000,51,595,1994,M08,"2,563","2,366",197,7.7
LA,U,CN5159500000000,51,595,1994,M09,"2,494","2,340",154,6.2
LA,U,CN5159500000000,51,595,1994,M10,"2,512","2,360",152,6.1
LA,U,CN5159500000000,51,595,1994,M11,"2,517","2,368",149,5.9
LA,U,CN5159500000000,51,595,1994,M12,"2,499","2,352",147,5.9
LA,U,CN5159500000000,51,595,1994,M13,"2,513","2,336",177,7
LA,U,CN5160000000000,51,600,1994,M01,"12,059","11,853",206,1.7
LA,U,CN5160000000000,51,600,1994,M02,"12,023","11,853",170,1.4
LA,U,CN5160000000000,51,600,1994,M03,"12,080","11,923",157,1.3
LA,U,CN5160000000000,51,600,1994,M04,"12,182","12,039",143,1.2
LA,U,CN5160000000000,51,600,1994,M05,"12,295","12,134",161,1.3
LA,U,CN5160000000000,51,600,1994,M06,"12,404","12,233",171,1.4
LA,U,CN5160000000000,51,600,1994,M07,"12,582","12,406",176,1.4
LA,U,CN5160000000000,51,600,1994,M08,"12,482","12,287",195,1.6
LA,U,CN5160000000000,51,600,1994,M09,"12,277","12,092",185,1.5
LA,U,CN5160000000000,51,600,1994,M10,"12,442","12,242",200,1.6
LA,U,CN5160000000000,51,600,1994,M11,"12,487","12,287",200,1.6
LA,U,CN5160000000000,51,600,1994,M12,"12,716","12,530",186,1.5
LA,U,CN5160000000000,51,600,1994,M13,"12,336","12,157",179,1.5
LA,U,CN5161000000000,51,610,1994,M01,"5,617","5,417",200,3.6
LA,U,CN5161000000000,51,610,1994,M02,"5,620","5,417",203,3.6
LA,U,CN5161000000000,51,610,1994,M03,"5,625","5,448",177,3.1
LA,U,CN5161000000000,51,610,1994,M04,"5,641","5,501",140,2.5
LA,U,CN5161000000000,51,610,1994,M05,"5,677","5,544",133,2.3
LA,U,CN5161000000000,51,610,1994,M06,"5,726","5,589",137,2.4
LA,U,CN5161000000000,51,610,1994,M07,"5,797","5,669",128,2.2
LA,U,CN5161000000000,51,610,1994,M08,"5,757","5,614",143,2.5
LA,U,CN5161000000000,51,610,1994,M09,"5,655","5,525",130,2.3
LA,U,CN5161000000000,51,610,1994,M10,"5,697","5,594",103,1.8
LA,U,CN5161000000000,51,610,1994,M11,"5,735","5,615",120,2.1
LA,U,CN5161000000000,51,610,1994,M12,"5,900","5,726",174,2.9
LA,U,CN5161000000000,51,610,1994,M13,"5,704","5,555",149,2.6
LA,U,CN5162000000000,51,620,1994,M01,"3,649","3,388",261,7.2
LA,U,CN5162000000000,51,620,1994,M02,"3,708","3,442",266,7.2
LA,U,CN5162000000000,51,620,1994,M03,"3,676","3,481",195,5.3
LA,U,CN5162000000000,51,620,1994,M04,"3,657","3,445",212,5.8
LA,U,CN5162000000000,51,620,1994,M05,"3,729","3,513",216,5.8
LA,U,CN5162000000000,51,620,1994,M06,"3,726","3,507",219,5.9
LA,U,CN5162000000000,51,620,1994,M07,"3,659","3,401",258,7.1
LA,U,CN5162000000000,51,620,1994,M08,"3,632","3,390",242,6.7
LA,U,CN5162000000000,51,620,1994,M09,"3,797","3,575",222,5.8
LA,U,CN5162000000000,51,620,1994,M10,"3,846","3,636",210,5.5
LA,U,CN5162000000000,51,620,1994,M11,"3,780","3,581",199,5.3
LA,U,CN5162000000000,51,620,1994,M12,"3,704","3,570",134,3.6
LA,U,CN5162000000000,51,620,1994,M13,"3,714","3,494",220,5.9
LA,U,CN5163000000000,51,630,1994,M01,"10,947","10,202",745,6.8
LA,U,CN5163000000000,51,630,1994,M02,"10,968","10,201",767,7
LA,U,CN5163000000000,51,630,1994,M03,"10,994","10,262",732,6.7
LA,U,CN5163000000000,51,630,1994,M04,"10,847","10,362",485,4.5
LA,U,CN5163000000000,51,630,1994,M05,"10,889","10,443",446,4.1
LA,U,CN5163000000000,51,630,1994,M06,"10,979","10,528",451,4.1
LA,U,CN5163000000000,51,630,1994,M07,"11,057","10,676",381,3.4
LA,U,CN5163000000000,51,630,1994,M08,"10,948","10,575",373,3.4
LA,U,CN5163000000000,51,630,1994,M09,"10,861","10,407",454,4.2
LA,U,CN5163000000000,51,630,1994,M10,"10,965","10,537",428,3.9
LA,U,CN5163000000000,51,630,1994,M11,"11,027","10,575",452,4.1
LA,U,CN5163000000000,51,630,1994,M12,"11,249","10,784",465,4.1
LA,U,CN5163000000000,51,630,1994,M13,"10,978","10,463",515,4.7
LA,U,CN5164000000000,51,640,1994,M01,"3,351","3,192",159,4.7
LA,U,CN5164000000000,51,640,1994,M02,"3,307","3,205",102,3.1
LA,U,CN5164000000000,51,640,1994,M03,"3,370","3,245",125,3.7
LA,U,CN5164000000000,51,640,1994,M04,"3,361","3,262",99,2.9
LA,U,CN5164000000000,51,640,1994,M05,"3,437","3,298",139,4
LA,U,CN5164000000000,51,640,1994,M06,"3,488","3,354",134,3.8
LA,U,CN5164000000000,51,640,1994,M07,"3,412","3,281",131,3.8
LA,U,CN5164000000000,51,640,1994,M08,"3,423","3,305",118,3.4
LA,U,CN5164000000000,51,640,1994,M09,"3,419","3,281",138,4
LA,U,CN5164000000000,51,640,1994,M10,"3,489","3,334",155,4.4
LA,U,CN5164000000000,51,640,1994,M11,"3,493","3,315",178,5.1
LA,U,CN5164000000000,51,640,1994,M12,"3,378","3,254",124,3.7
LA,U,CN5164000000000,51,640,1994,M13,"3,411","3,277",134,3.9
LA,U,CN5165000000000,51,650,1994,M01,"65,575","60,881","4,694",7.2
LA,U,CN5165000000000,51,650,1994,M02,"65,730","61,075","4,655",7.1
LA,U,CN5165000000000,51,650,1994,M03,"65,563","61,512","4,051",6.2
LA,U,CN5165000000000,51,650,1994,M04,"66,356","62,433","3,923",5.9
LA,U,CN5165000000000,51,650,1994,M05,"66,939","63,030","3,909",5.8
LA,U,CN5165000000000,51,650,1994,M06,"67,563","63,368","4,195",6.2
LA,U,CN5165000000000,51,650,1994,M07,"68,256","64,424","3,832",5.6
LA,U,CN5165000000000,51,650,1994,M08,"68,587","64,434","4,153",6.1
LA,U,CN5165000000000,51,650,1994,M09,"67,501","63,432","4,069",6
LA,U,CN5165000000000,51,650,1994,M10,"67,289","63,184","4,105",6.1
LA,U,CN5165000000000,51,650,1994,M11,"67,016","63,089","3,927",5.9
LA,U,CN5165000000000,51,650,1994,M12,"66,355","62,701","3,654",5.5
LA,U,CN5165000000000,51,650,1994,M13,"66,894","62,797","4,097",6.1
LA,U,CN5166000000000,51,660,1994,M01,"17,068","16,596",472,2.8
LA,U,CN5166000000000,51,660,1994,M02,"17,328","16,825",503,2.9
LA,U,CN5166000000000,51,660,1994,M03,"17,401","16,941",460,2.6
LA,U,CN5166000000000,51,660,1994,M04,"17,329","16,905",424,2.4
LA,U,CN5166000000000,51,660,1994,M05,"17,763","17,352",411,2.3
LA,U,CN5166000000000,51,660,1994,M06,"17,700","17,295",405,2.3
LA,U,CN5166000000000,51,660,1994,M07,"17,845","17,527",318,1.8
LA,U,CN5166000000000,51,660,1994,M08,"17,813","17,430",383,2.2
LA,U,CN5166000000000,51,660,1994,M09,"17,760","17,392",368,2.1
LA,U,CN5166000000000,51,660,1994,M10,"17,819","17,433",386,2.2
LA,U,CN5166000000000,51,660,1994,M11,"17,859","17,512",347,1.9
LA,U,CN5166000000000,51,660,1994,M12,"17,546","17,237",309,1.8
LA,U,CN5166000000000,51,660,1994,M13,"17,603","17,204",399,2.3
LA,U,CN5167000000000,51,670,1994,M01,"10,738","9,888",850,7.9
LA,U,CN5167000000000,51,670,1994,M02,"10,921","9,938",983,9
LA,U,CN5167000000000,51,670,1994,M03,"10,946","10,040",906,8.3
LA,U,CN5167000000000,51,670,1994,M04,"10,866","10,106",760,7
LA,U,CN5167000000000,51,670,1994,M05,"10,896","10,141",755,6.9
LA,U,CN5167000000000,51,670,1994,M06,"11,025","10,186",839,7.6
LA,U,CN5167000000000,51,670,1994,M07,"11,127","10,329",798,7.2
LA,U,CN5167000000000,51,670,1994,M08,"10,975","10,255",720,6.6
LA,U,CN5167000000000,51,670,1994,M09,"10,816","10,100",716,6.6
LA,U,CN5167000000000,51,670,1994,M10,"10,894","10,234",660,6.1
LA,U,CN5167000000000,51,670,1994,M11,"10,938","10,249",689,6.3
LA,U,CN5167000000000,51,670,1994,M12,"10,905","10,186",719,6.6
LA,U,CN5167000000000,51,670,1994,M13,"10,921","10,138",783,7.2
LA,U,CN5167800000000,51,678,1994,M01,"2,746","2,590",156,5.7
LA,U,CN5167800000000,51,678,1994,M02,"2,741","2,606",135,4.9
LA,U,CN5167800000000,51,678,1994,M03,"2,785","2,647",138,5
LA,U,CN5167800000000,51,678,1994,M04,"2,772","2,667",105,3.8
LA,U,CN5167800000000,51,678,1994,M05,"2,796","2,740",56,2
LA,U,CN5167800000000,51,678,1994,M06,"2,862","2,748",114,4
LA,U,CN5167800000000,51,678,1994,M07,"2,868","2,744",124,4.3
LA,U,CN5167800000000,51,678,1994,M08,"2,861","2,738",123,4.3
LA,U,CN5167800000000,51,678,1994,M09,"2,815","2,732",83,2.9
LA,U,CN5167800000000,51,678,1994,M10,"2,821","2,751",70,2.5
LA,U,CN5167800000000,51,678,1994,M11,"2,803","2,741",62,2.2
LA,U,CN5167800000000,51,678,1994,M12,"2,721","2,672",49,1.8
LA,U,CN5167800000000,51,678,1994,M13,"2,799","2,698",101,3.6
LA,U,CN5168000000000,51,680,1994,M01,"31,627","30,111","1,516",4.8
LA,U,CN5168000000000,51,680,1994,M02,"31,753","30,209","1,544",4.9
LA,U,CN5168000000000,51,680,1994,M03,"31,890","30,376","1,514",4.7
LA,U,CN5168000000000,51,680,1994,M04,"31,752","30,379","1,373",4.3
LA,U,CN5168000000000,51,680,1994,M05,"32,100","30,709","1,391",4.3
LA,U,CN5168000000000,51,680,1994,M06,"32,063","30,495","1,568",4.9
LA,U,CN5168000000000,51,680,1994,M07,"32,258","30,692","1,566",4.9
LA,U,CN5168000000000,51,680,1994,M08,"31,921","30,436","1,485",4.7
LA,U,CN5168000000000,51,680,1994,M09,"31,660","30,283","1,377",4.3
LA,U,CN5168000000000,51,680,1994,M10,"32,072","30,829","1,243",3.9
LA,U,CN5168000000000,51,680,1994,M11,"32,268","31,121","1,147",3.6
LA,U,CN5168000000000,51,680,1994,M12,"32,022","30,770","1,252",3.9
LA,U,CN5168000000000,51,680,1994,M13,"31,949","30,534","1,415",4.4
LA,U,CN5168300000000,51,683,1994,M01,"18,092","17,374",718,4
LA,U,CN5168300000000,51,683,1994,M02,"18,144","17,372",772,4.3
LA,U,CN5168300000000,51,683,1994,M03,"18,320","17,474",846,4.6
LA,U,CN5168300000000,51,683,1994,M04,"18,327","17,645",682,3.7
LA,U,CN5168300000000,51,683,1994,M05,"18,602","17,783",819,4.4
LA,U,CN5168300000000,51,683,1994,M06,"18,732","17,929",803,4.3
LA,U,CN5168300000000,51,683,1994,M07,"18,907","18,183",724,3.8
LA,U,CN5168300000000,51,683,1994,M08,"18,686","18,005",681,3.6
LA,U,CN5168300000000,51,683,1994,M09,"18,291","17,723",568,3.1
LA,U,CN5168300000000,51,683,1994,M10,"18,440","17,942",498,2.7
LA,U,CN5168300000000,51,683,1994,M11,"18,528","18,008",520,2.8
LA,U,CN5168300000000,51,683,1994,M12,"18,890","18,364",526,2.8
LA,U,CN5168300000000,51,683,1994,M13,"18,497","17,817",680,3.7
LA,U,CN5168500000000,51,685,1994,M01,"3,903","3,812",91,2.3
LA,U,CN5168500000000,51,685,1994,M02,"3,899","3,811",88,2.3
LA,U,CN5168500000000,51,685,1994,M03,"3,931","3,835",96,2.4
LA,U,CN5168500000000,51,685,1994,M04,"3,974","3,872",102,2.6
LA,U,CN5168500000000,51,685,1994,M05,"4,085","3,902",183,4.5
LA,U,CN5168500000000,51,685,1994,M06,"4,086","3,934",152,3.7
LA,U,CN5168500000000,51,685,1994,M07,"4,147","3,991",156,3.8
LA,U,CN5168500000000,51,685,1994,M08,"4,099","3,952",147,3.6
LA,U,CN5168500000000,51,685,1994,M09,"4,008","3,889",119,3
LA,U,CN5168500000000,51,685,1994,M10,"4,066","3,938",128,3.1
LA,U,CN5168500000000,51,685,1994,M11,"4,052","3,952",100,2.5
LA,U,CN5168500000000,51,685,1994,M12,"4,132","4,030",102,2.5
LA,U,CN5168500000000,51,685,1994,M13,"4,032","3,910",122,3
LA,U,CN5169000000000,51,690,1994,M01,"7,930","7,003",927,11.7
LA,U,CN5169000000000,51,690,1994,M02,"7,800","7,036",764,9.8
LA,U,CN5169000000000,51,690,1994,M03,"7,826","7,056",770,9.8
LA,U,CN5169000000000,51,690,1994,M04,"7,760","7,006",754,9.7
LA,U,CN5169000000000,51,690,1994,M05,"7,981","7,004",977,12.2
LA,U,CN5169000000000,51,690,1994,M06,"7,818","7,100",718,9.2
LA,U,CN5169000000000,51,690,1994,M07,"7,958","6,976",982,12.3
LA,U,CN5169000000000,51,690,1994,M08,"7,594","6,945",649,8.5
LA,U,CN5169000000000,51,690,1994,M09,"7,658","7,013",645,8.4
LA,U,CN5169000000000,51,690,1994,M10,"7,491","6,950",541,7.2
LA,U,CN5169000000000,51,690,1994,M11,"7,446","6,922",524,7
LA,U,CN5169000000000,51,690,1994,M12,"7,518","6,805",713,9.5
LA,U,CN5169000000000,51,690,1994,M13,"7,732","6,985",747,9.7
LA,U,CN5170000000000,51,700,1994,M01,"82,649","76,192","6,457",7.8
LA,U,CN5170000000000,51,700,1994,M02,"82,910","76,437","6,473",7.8
LA,U,CN5170000000000,51,700,1994,M03,"82,851","76,983","5,868",7.1
LA,U,CN5170000000000,51,700,1994,M04,"83,567","78,136","5,431",6.5
LA,U,CN5170000000000,51,700,1994,M05,"84,072","78,882","5,190",6.2
LA,U,CN5170000000000,51,700,1994,M06,"84,325","79,305","5,020",6
LA,U,CN5170000000000,51,700,1994,M07,"85,168","80,627","4,541",5.3
LA,U,CN5170000000000,51,700,1994,M08,"85,866","80,640","5,226",6.1
LA,U,CN5170000000000,51,700,1994,M09,"84,328","79,384","4,944",5.9
LA,U,CN5170000000000,51,700,1994,M10,"84,021","79,077","4,944",5.9
LA,U,CN5170000000000,51,700,1994,M11,"83,902","78,955","4,947",5.9
LA,U,CN5170000000000,51,700,1994,M12,"82,958","78,470","4,488",5.4
LA,U,CN5170000000000,51,700,1994,M13,"83,885","78,591","5,294",6.3
LA,U,CN5171000000000,51,710,1994,M01,"88,446","81,402","7,044",8
LA,U,CN5171000000000,51,710,1994,M02,"88,556","81,663","6,893",7.8
LA,U,CN5171000000000,51,710,1994,M03,"88,978","82,248","6,730",7.6
LA,U,CN5171000000000,51,710,1994,M04,"90,077","83,479","6,598",7.3
LA,U,CN5171000000000,51,710,1994,M05,"90,777","84,277","6,500",7.2
LA,U,CN5171000000000,51,710,1994,M06,"92,039","84,727","7,312",7.9
LA,U,CN5171000000000,51,710,1994,M07,"92,442","86,141","6,301",6.8
LA,U,CN5171000000000,51,710,1994,M08,"92,311","86,156","6,155",6.7
LA,U,CN5171000000000,51,710,1994,M09,"90,836","84,814","6,022",6.6
LA,U,CN5171000000000,51,710,1994,M10,"90,224","84,484","5,740",6.4
LA,U,CN5171000000000,51,710,1994,M11,"89,865","84,355","5,510",6.1
LA,U,CN5171000000000,51,710,1994,M12,"88,940","83,838","5,102",5.7
LA,U,CN5171000000000,51,710,1994,M13,"90,291","83,965","6,326",7
LA,U,CN5172000000000,51,720,1994,M01,"1,705","1,515",190,11.1
LA,U,CN5172000000000,51,720,1994,M02,"1,656","1,511",145,8.8
LA,U,CN5172000000000,51,720,1994,M03,"1,645","1,509",136,8.3
LA,U,CN5172000000000,51,720,1994,M04,"1,695","1,534",161,9.5
LA,U,CN5172000000000,51,720,1994,M05,"1,693","1,525",168,9.9
LA,U,CN5172000000000,51,720,1994,M06,"1,709","1,533",176,10.3
